Question,True_Answer,LLM_Answer,Retrieved_Context
What shape is Harry's scar?,A lightning bolt,The shape of Harry's scar is lightning-shaped.,"steadily toward them between the graves. Harry couldn’t
make out a face, but from the way it was walking and holding its arms, he
could tell that it was carrying something. Whoever it was, he was short, and
wearing a hooded cloak pulled up over his head to obscure his face. And —
several paces nearer, the gap between them closing all the time — Harry saw
that the thing in the person’s arms looked like a baby . . . or was it merely a
bundle of robes?
Harry lowered his wand slightly and glanced sideways at Cedric. Cedric
shot him a quizzical look. They both turned back to watch the approaching
figure.
It stopped beside a towering marble headstone, only six feet from them. For
a second, Harry and Cedric and the short figure simply looked at one another.
And then, without warning, Harry’s scar exploded with pain. It was agony
such as he had never felt in all his life; his wand slipped from his fingers as he
put his hands over his face; his knees buckled; he was on the ground and he
could see nothing at all; his h arding world.
Harry looked nothing like the rest of the family. Uncle Vernon was large
and neckless, with an enormous black mustache; Aunt Petunia was horse-
faced and bony; Dudley was blond, pink, and porky. Harry, on the other hand,
was small and skinny, with brilliant green eyes and jet-black hair that was
always untidy. He wore round glasses, and on his forehead was a thin,
lightning-shaped scar.
It was this scar that made Harry so particularly unusual, even for a wizard.
This scar was the only hint of Harry’s very mysterious past, of the reason he
had been left on the Dursleys’ doorstep eleven years before.
At the age of one year old, Harry had somehow survived a curse from the
greatest Dark sorcerer of all time, Lord Voldemort, whose name most witches
and wizards still feared to speak. Harry’s parents had died in Voldemort’sattack, but Harry had escaped with his lightning scar, and somehow —
nobody understood why — Voldemort’s powers had been destroyed the
instant he had failed to kill Harry.
So Harry h e lightning scar on Harry’s forehead with a long,
white finger.
“I’m sorry to say I sold the wand that did it,” he said softly. “Thirteen-and-
a-half inches. Yew. Powerful wand, very powerful, and in the wrong
hands . . . well, if I’d known what that wand was going out into the world to
do. . . .”
He shook his head and then, to Harry’s relief, spotted Hagrid.
“Rubeus! Rubeus Hagrid! How nice to see you again. . . . Oak, sixteen
inches, rather bendy, wasn’t it?”
“It was, sir, yes,” said Hagrid.“Good wand, that one. But I suppose they snapped it in half when you got
expelled?” said Mr. Ollivander, suddenly stern.
“Er — yes, they did, yes,” said Hagrid, shuffling his feet. “I’ve still got the
pieces, though,” he added brightly.
“But you don’t use them?” said Mr. Ollivander sharply.
“Oh, no, sir,” said Hagrid quickly. Harry noticed he gripped his pink
umbrella very tightly as he spoke.
“Hmmm,” said Mr. Ollivander, giving Hagrid a piercing look. “Well, now
— Mr. Potter. Let me see.” He pulled a long tape measure w"
Who are Harry's parents?,James and Lily Potter,"According to the provided context, Harry's parents were a witch and a wizard themselves.","idays. Uncle Vernon, Aunt Petunia, and their
son, Dudley, were Harry’s only living relatives. They were Muggles, and they
had a very medieval attitude toward magic. Harry’s dead parents, who had
been a witch and wizard themselves, were never mentioned under the
Dursleys’ roof. For years, Aunt Petunia and Uncle Vernon had hoped that if
they kept Harry as downtrodden as possible, they would be able to squash the
magic out of him. To their fury, they had been unsuccessful. These days they
lived in terror of anyone finding out that Harry had spent most of the last two
years at Hogwarts School of Witchcraft and Wizardry. The most they could
do, however, was to lock away Harry’s spellbooks, wand, cauldron, and
broomstick at the start of the summer break, and forbid him to talk to the
neighbors.
This separation from his spellbooks had been a real problem for Harry,
because his teachers at Hogwarts had given him a lot of holiday work. One of
the essays, a particularly nasty one about shrinking potions, was for Harry’ n his investigations
into his previously despised mother’s family — the woman whom, you will
remember, he had thought could not be a witch if she had succumbed to the
shameful human weakness of death.
“All he had to go upon was the single name ‘Marvolo,’ which he knew
from those who ran the orphanage had been his mother’s father’s name.
Finally, after painstaking research through old books of Wizarding families,
he discovered the existence of Slytherin’s surviving line. In the summer of his
sixteenth year, he left the orphanage to which he returned annually and set off
to find his Gaunt relatives. And now, Harry, if you will stand . . .”
Dumbledore rose, and Harry saw that he was again holding a small crystal
bottle filled with swirling, pearly memory.
“I was very lucky to collect this,” he said, as he poured the gleaming mass
into the Pensieve. “As you will understand when we have experienced it.
Shall we?”
Harry stepped up to the stone basin and bowed obediently until his face
sank through the surface of th and ends up
setting fire to his bed.”
“I think he’s brilliant,” said Harry coldly.
“
Do
 you?” said the boy, with a slight sneer. “Why is he with you? Where
are your parents?”
“They’re dead,” said Harry shortly. He didn’t feel much like going into the
matter with this boy.
“Oh, sorry,” said the other, not sounding sorry at all. “But they were 
ourkind, weren’t they?”
“They were a witch and wizard, if that’s what you mean.”
“I really don’t think they should let the other sort in, do you? They’re just
not the same, they’ve never been brought up to know our ways. Some of them
have never even heard of Hogwarts until they get the letter, imagine. I think
they should keep it in the old wizarding families. What’s your surname,
anyway?”
But before Harry could answer, Madam Malkin said, “That’s you done, my
dear,” and Harry, not sorry for an excuse to stop talking to the boy, hopped
down from the footstool.
“Well, I’ll see you at Hogwarts, I suppose,” said the drawling boy.
Harry was rather quiet as he ate the ice cre"
What spell is used to unlock doors?,Alohomora,"The spell used to unlock doors is ""Alohomora!""","CHARMS CORRIDOR!”Ducking under Peeves, they ran for their lives, right to the end of the
corridor where they slammed into a door — and it was locked.
“This is it!” Ron moaned, as they pushed helplessly at the door, “We’re
done for! This is the end!”
They could hear footsteps, Filch running as fast as he could toward
Peeves’s shouts.
“Oh, move over,” Hermione snarled. She grabbed Harry’s wand, tapped the
lock, and whispered, 
“Alohomora!”
The lock clicked and the door swung open — they piled through it, shut it
quickly, and pressed their ears against it, listening.
“Which way did they go, Peeves?” Filch was saying. “Quick, tell me.”
“Say ‘please.’”
“Don’t mess with me, Peeves, now 
where did they go
?”
“Shan’t say nothing if you don’t say please,” said Peeves in his annoying
singsong voice.
“All right — 
please.
”
“NOTHING! Ha haaa! Told you I wouldn’t say nothing if you didn’t say
please! Ha ha! Haaaaaa!” And they heard the sound of Peeves whooshing
away and Filch cursing in rage.
“He thinks this door is lock  to pass without drawing attention to themselves. He expected to
encounter an obstacle at any moment; his worst fear was Peeves, and he
strained his ears with every step to hear the first, telltale signs of the
poltergeist’s approach.
“This way, Harry,” breathed Luna, plucking his sleeve and pulling him
toward a spiral staircase.
They climbed in tight, dizzying circles; Harry had never been up here
before. At last they reached a door. There was no handle and no keyhole:
nothing but a plain expanse of aged wood, and a bronze knocker in the shape
of an eagle.
Luna reached out a pale hand, which looked eerie floating in midair,
unconnected to arm or body. She knocked once, and in the silence it sounded
to Harry like a cannon blast. At once the beak of the eagle opened, but instead
of a bird’s call, a soft, musical voice said, “Which came first, the phoenix or
the flame?”
“Hmm . . . What do you think, Harry?” said Luna, looking thoughtful.
“What? Isn’t there just a password?”
“Oh no, you’ve got to answer a questi tant; yet it was almost empty but for a residue of old underwear,
sweets, empty ink bottles, and broken quills that coated the very bottom.
Nearby, on the floor, lay a purple leaflet emblazoned with the words:
——— 
ISSUED ON BEHALF OF
 ———
The Ministry of Magic
 
PROTECTING YOUR HOME AND FAMILY AGAINST DARK
FORCES
The Wizarding community is currently under threat from an organization
calling itself the Death Eaters. Observing the following simple securityguidelines will help protect you, your family, and your home from
attack.
 
1. You are advised not to leave the house alone.
2. Particular care should be taken during the hours of darkness.
Wherever possible, arrange to complete journeys before night has
fallen.
3. Review the security arrangements around your house, making
sure that all family members are aware of emergency measures
such as Shield and Disillusionment Charms, and, in the case of
underage family members, Side-Along-Apparition.
4. Agree on security questions with close friends and family so as t"
What does the Imperius Curse do?,Controls the victim,"According to the text, the Imperius Curse allows the caster to have total control over the victim's actions, making them do things they would not normally do. Moody demonstrates this by making a spider perform a tap dance and then making it jump, roll, and even attempt to drown itself.","sk,
where it began to cartwheel in circles. Moody jerked his wand, and the spider
rose onto two of its hind legs and went into what was unmistakably a tap
dance.
Everyone was laughing — everyone except Moody.
“Think it’s funny, do you?” he growled. “You’d like it, would you, if I did
it to you?”
The laughter died away almost instantly.
“Total control,” said Moody quietly as the spider balled itself up and began
to roll over and over. “I could make it jump out of the window, drown itself,
throw itself down one of your throats . . .”
Ron gave an involuntary shudder.
“Years back, there were a lot of witches and wizards being controlled by
the Imperius Curse,” said Moody, and Harry knew he was talking about the
days in which Voldemort had been all-powerful. “Some job for the Ministry,
trying to sort out who was being forced to act, and who was acting of their
own free will.
“The Imperius Curse can be fought, and I’ll be teaching you how, but it
takes real strength of character, and not everyone’s got it. Better a  their Prime Minister gets put under the Imperius Curse. The new
secretary in your outer office —”
“I’m not getting rid of Kingsley Shacklebolt, if that’s what you’re
suggesting!” said the Prime Minister hotly. “He’s highly efficient, gets
through twice the work the rest of them —”
“That’s because he’s a wizard,” said Scrimgeour, without a flicker of a
smile. “A highly trained Auror, who has been assigned to you for your
protection.”
“Now, wait a moment!” declared the Prime Minister. “You can’t just put
your people into my office, I decide who works for me —”“I thought you were happy with Shacklebolt?” said Scrimgeour coldly.
“I am — that’s to say, I was —”
“Then there’s no problem, is there?” said Scrimgeour.
“I . . . well, as long as Shacklebolt’s work continues to be . . . er . . .
excellent,” said the Prime Minister lamely, but Scrimgeour barely seemed to
hear him.
“Now, about Herbert Chorley, your Junior Minister,” he continued. “The
one who has been entertaining the public by impersonating a duck.”
“Wha put the
Imperius Curse on him?”
“Don’t think it hadn’t occurred to us, Harry,” muttered Mr. Weasley. “But
Dumbledore thinks Fudge is acting of his own accord at the moment —
which, as Dumbledore says, is not a lot of comfort. . . . Best not talk about it
anymore just now, Harry . . .”
The doors slid open and they stepped out into the now almost-deserted
Atrium. Eric the security man was hidden behind his 
Daily Prophet
 again.
They had walked straight past the golden fountain before Harry remembered.
“Wait . . .” he told Mr. Weasley, and pulling his money bag from his pocket,
he turned back to the fountain.
He looked up into the handsome wizard’s face, but up close, Harry thought
he looked rather weak and foolish. The witch was wearing a vapid smile likea beauty contestant, and from what Harry knew of goblins and centaurs, they
were most unlikely to be caught staring this soppily at humans of any
description. Only the house-elf’s attitude of creeping servility looked
convincing. With a grin at the thought of "
Who teaches Transfiguration at Hogwarts?,Minerva McGonagall,"According to the text, the professors who teach Transfiguration at Hogwarts are:

* Professor McGonagall
* (Note: Professor McGonagall is also mentioned as teaching Defense Against the Dark Arts, but in this context, she is teaching Transfiguration)","was a tiny little wizard who had to
stand on a pile of books to see over his desk. At the start of their first class he
took the roll call, and when he reached Harry’s name he gave an excited
squeak and toppled out of sight.
Professor McGonagall was again different. Harry had been quite right to
think she wasn’t a teacher to cross. Strict and clever, she gave them a talking-
to the moment they sat down in her first class.
“Transfiguration is some of the most complex and dangerous magic you
will learn at Hogwarts,” she said. “Anyone messing around in my class will
leave and not come back. You have been warned.”
Then she changed her desk into a pig and back again. They were all very
impressed and couldn’t wait to get started, but soon realized they weren’t
going to be changing the furniture into animals for a long time. After taking a
lot of complicated notes, they were each given a match and started trying to
turn it into a needle. By the end of the lesson, only Hermione Granger had
made any difference to her  rned how to take care of all the strange plants and fungi, and
found out what they were used for.Easily the most boring class was History of Magic, which was the only one
taught by a ghost. Professor Binns had been very old indeed when he had
fallen asleep in front of the staffroom fire and got up next morning to teach,
leaving his body behind him. Binns droned on and on while they scribbled
down names and dates, and got Emeric the Evil and Uric the Oddball mixed
up.
Professor Flitwick, the Charms teacher, was a tiny little wizard who had to
stand on a pile of books to see over his desk. At the start of their first class he
took the roll call, and when he reached Harry’s name he gave an excited
squeak and toppled out of sight.
Professor McGonagall was again different. Harry had been quite right to
think she wasn’t a teacher to cross. Strict and clever, she gave them a talking-
to the moment they sat down in her first class.
“Transfiguration is some of the most complex and dangerous magic you
will learn at Hog ything else
we’ve got to do?”
All the fourth years had noticed a definite increase in the amount of work
they were required to do this term. Professor McGonagall explained why,
when the class gave a particularly loud groan at the amount of Transfiguration
homework she had assigned.
“You are now entering a most important phase of your magical education!”
she told them, her eyes glinting dangerously behind her square spectacles.
“Your Ordinary Wizarding Levels are drawing closer —”
“We don’t take O.W.L.s till fifth year!” said Dean Thomas indignantly.
“Maybe not, Thomas, but believe me, you need all the preparation you can
get! Miss Granger remains the only person in this class who has managed to
turn a hedgehog into a satisfactory pincushion. I might remind you that 
your
pincushion, Thomas, still curls up in fright if anyone approaches it with a
pin!”
Hermione, who had turned rather pink again, seemed to be trying not to
look too pleased with herself.
Harry and Ron were deeply amused when Professor Trelawney "
What does the Polyjuice Potion do?,Transforms the drinker into someone else,"According to the text, the Polyjuice Potion is used to change one's appearance.","retty
well known. . . . Featured in a few Ministry leaflets lately too . . . Who can —
?”
Hermione’s hand was fastest once more.
“It’s Polyjuice Potion, sir,” she said.
Harry too had recognized the slow-bubbling, mudlike substance in the
second cauldron, but did not resent Hermione getting the credit for answering
the question; she, after all, was the one who had succeeded in making it, back
in their second year.
“Excellent, excellent! Now, this one here . . . yes, my dear?” said Slughorn,
now looking slightly bemused, as Hermione’s hand punched the air again.“It’s Amortentia!”
“It is indeed. It seems almost foolish to ask,” said Slughorn, who was
looking mightily impressed, “but I assume you know what it does?”
“It’s the most powerful love potion in the world!” said Hermione.
“Quite right! You recognized it, I suppose, by its distinctive mother-of-
pearl sheen?”
“And the steam rising in characteristic spirals,” said Hermione
enthusiastically, “and it’s supposed to smell differently to each of us,
according t see him, but
he seems in no immediate danger.”
Harry did as he was told; Dumbledore covered Moody in the cloak, tucked
it around him, and clambered out of the trunk again. Then he picked up the
hip flask that stood upon the desk, unscrewed it, and turned it over. A thick
glutinous liquid splattered onto the office floor.
“Polyjuice Potion, Harry,” said Dumbledore. “You see the simplicity of it,and the brilliance. For Moody never 
does
 drink except from his hip flask, he’s
well known for it. The imposter needed, of course, to keep the real Moody
close by, so that he could continue making the potion. You see his hair . . .”
Dumbledore looked down on the Moody in the trunk. “The imposter has been
cutting it off all year, see where it is uneven? But I think, in the excitement of
tonight, our fake Moody might have forgotten to take it as frequently as he
should have done . . . on the hour . . . every hour. . . . We shall see.”
Dumbledore pulled out the chair at the desk and sat down upon it, his eyes
fixed upon t  a witch
sprouting several extra pairs of arms out of her head.
“Here it is,” said Hermione excitedly as she found the page headed 
The
Polyjuice Potion.
 It was decorated with drawings of people halfway through
transforming into other people. Harry sincerely hoped the artist had imagined
the looks of intense pain on their faces.
“This is the most complicated potion I’ve ever seen,” said Hermione as
they scanned the recipe. “Lacewing flies, leeches, fluxweed, and knotgrass,”
she murmured, running her finger down the list of ingredients. “Well, they’re
easy enough, they’re in the student store-cupboard, we can help ourselves. . . .
Oooh, look, powdered horn of a bicorn — don’t know where we’re going to
get that — shredded skin of a boomslang — that’ll be tricky, too — and of
course a bit of whoever we want to change into.”
“Excuse me?” said Ron sharply. “What d’you mean, a bit of whoever we’re
changing into? I’m drinking 
nothing
 with Crabbe’s toenails in it —”
Hermione continued as though she hadn’t heard hi"
What is the name of Voldemort's snake?,Nagini,The name of Voldemort's snake is Nagini.,"serpent, which relinquished its hold
upon Voldemort at once and turned, hissing furiously, to face Dumbledore.
Voldemort vanished. The snake reared from the floor, ready to strike —
There was a burst of flame in midair above Dumbledore just as Voldemort
reappeared, standing on the plinth in the middle of the pool where so recently
the five statues had stood.
“Look out!” 
Harry yelled.
But even as he shouted, one more jet of green light had flown at
Dumbledore from Voldemort’s wand and the snake had struck —
Fawkes swooped down in front of Dumbledore, opened his beak wide, and
swallowed the jet of green light whole. He burst into flame and fell to thefloor, small, wrinkled, and flightless. At the same moment, Dumbledore
brandished his wand in one, long, fluid movement — the snake, which had
been an instant from sinking its fangs into him, flew high into the air and
vanished in a wisp of dark smoke; the water in the pool rose up and covered
Voldemort like a cocoon of molten glass —
For a few seconds Voldemort w  snake emerged to climb slowly up Voldemort’s chair. It rose,
seemingly endlessly, and came to rest across Voldemort’s shoulders: its neck
the thickness of a man’s thigh; its eyes, with their vertical slits for pupils,
unblinking. Voldemort stroked the creature absently with long thin fingers,
still looking at Lucius Malfoy.
“Why do the Malfoys look so unhappy with their lot? Is my return, my riseto power, not the very thing they professed to desire for so many years?”
“Of course, my Lord,” said Lucius Malfoy. His hand shook as he wiped
sweat from his upper lip. “We did desire it — we do.”
To Malfoy’s left, his wife made an odd, stiff nod, her eyes averted from
Voldemort and the snake. To his right, his son, Draco, who had been gazing
up at the inert body overhead, glanced quickly at Voldemort and away again,
terrified to make eye contact.
“My Lord,” said a dark woman halfway down the table, her voice
constricted with emotion, “it is an honor to have you here, in our family’s
house. There can be no higher ple  Voldemort, who stood with his head bowed, and
his white hands folded over the Elder Wand in front of him. He might have
been praying, or else counting silently in his mind, and Harry, standing still
on the edge of the scene, thought absurdly of a child counting in a game of
hide-and-seek. Behind his head, still swirling and coiling, the great snake
Nagini floated in her glittering, charmed cage, like a monstrous halo.
When Dolohov and Yaxley rejoined the circle, Voldemort looked up.
“No sign of him, my Lord,” said Dolohov.
Voldemort’s expression did not change. The red eyes seemed to burn in the
firelight. Slowly he drew the Elder Wand between his long fingers.
“My Lord —”
Bellatrix had spoken: She sat closest to Voldemort, disheveled, her face a
little bloody but otherwise unharmed.
Voldemort raised his hand to silence her, and she did not speak anotherword, but eyed him in worshipful fascination.
“I thought he would come,” said Voldemort in his high, clear voice, his
eyes on the leaping flames. “I expected"
Who is the caretaker of Hogwarts?,Argus Filch,"The caretaker of Hogwarts is not explicitly mentioned in this passage. However, the Headmaster of Hogwarts is mentioned, and it is Albus Dumbledore. The caretaker of Hogwarts is actually Argus Filch, but he is not mentioned in this passage.","eing
subjected to fair and objective evaluation,’ said Mr. Lucius Malfoy, 41,
speaking from his Wiltshire mansion last night. ‘Many of us with our
children’s best interests at heart have been concerned about some of
Dumbledore’s eccentric decisions in the last few years and will be glad to
know that the Ministry is keeping an eye on the situation.’“Among those ‘eccentric decisions’ are undoubtedly the controversial staff
appointments previously described in this newspaper, which have included the
hiring of werewolf Remus Lupin, half-giant Rubeus Hagrid, and delusional
ex-Auror ‘Mad-Eye’ Moody.
“Rumors abound, of course, that Albus Dumbledore, once Supreme
Mugwump of the International Confederation of Wizards and Chief Warlock
of the Wizengamot, is no longer up to the task of managing the prestigious
school of Hogwarts.
“‘I think the appointment of the Inquisitor is a first step toward ensuring
that Hogwarts has a headmaster in whom we can all repose confidence,’ said
a Ministry insider last night.
“Wizengamot werewolf Remus Lupin, half-giant Rubeus Hagrid, and delusional
ex-Auror ‘Mad-Eye’ Moody.
“Rumors abound, of course, that Albus Dumbledore, once Supreme
Mugwump of the International Confederation of Wizards and Chief Warlock
of the Wizengamot, is no longer up to the task of managing the prestigious
school of Hogwarts.
“‘I think the appointment of the Inquisitor is a first step toward ensuring
that Hogwarts has a headmaster in whom we can all repose confidence,’ said
a Ministry insider last night.
“Wizengamot elders Griselda Marchbanks and Tiberius Ogden have
resigned in protest at the introduction of the post of Inquisitor to Hogwarts.
“‘Hogwarts is a school, not an outpost of Cornelius Fudge’s office,’ said
Madam Marchbanks. ‘This is a further disgusting attempt to discredit Albus
Dumbledore.’ (For a full account of Madam Marchbanks’ alleged links to
subversive goblin groups, turn to page 17.)”
Hermione finished reading and looked across the table at the other two.
“So now we know how we ended up with Umbridg unfolded it, and read it, with Ron,
Seamus, Dean, and Neville looking over his shoulder. It was an article topped
with a picture of Hagrid looking extremely shifty.
DUMBLEDORE’S GIANT MISTAKE
Albus Dumbledore, eccentric headmaster of Hogwarts School of
Witchcraft and Wizardry, has never been afraid to make
controversial staff appointments, 
writes Rita Skeeter, Special
Correspondent.
 In September of this year, he hired Alastor “Mad-
Eye” Moody, the notoriously jinx-happy ex-Auror, to teach Defense
Against the Dark Arts, a decision that caused many raised eyebrows
at the Ministry of Magic, given Moody’s well-known habit of
attacking anybody who makes a sudden movement in his presence.
Mad-Eye Moody, however, looks responsible and kindly when set
beside the part-human Dumbledore employs to teach Care ofMagical Creatures.
Rubeus Hagrid, who admits to being expelled from Hogwarts in
his third year, has enjoyed the position of gamekeeper at the school
ever since, a job secured for him by Dumbledore. Last year,
ho"
What does the Mirror of Erised show?,The deepest desire of one's heart,"The Mirror of Erised shows each person what they most desire or deeply want, which is often a reflection of their deepest desires or hopes. It can show them their family, success, or other things they long for.","ized by now what it does?”
“It — well — it shows me my family —”
“And it showed your friend Ron himself as Head Boy.”
“How did you know — ?”
“I don’t need a cloak to become invisible,” said Dumbledore gently. “Now,
can you think what the Mirror of Erised shows us all?”
Harry shook his head.
“Let me explain. The happiest man on earth would be able to use the
Mirror of Erised like a normal mirror, that is, he would look into it and see
himself exactly as he is. Does that help?”
Harry thought. Then he said slowly, “It shows us what we want . . .
whatever we want . . .”
“Yes and no,” said Dumbledore quietly. “It shows us nothing more or less
than the deepest, most desperate desire of our hearts. You, who have never
known your family, see them standing around you. Ronald Weasley, who has
always been overshadowed by his brothers, sees himself standing alone, the
best of all of them. However, this mirror will give us neither knowledge or
truth. Men have wasted away before it, entranced by what they have seen, or
bee e other than Albus
Dumbledore. Harry must have walked straight past him, so desperate to get to
the mirror he hadn’t noticed him.“I — I didn’t see you, sir.”
“Strange how nearsighted being invisible can make you,” said Dumbledore,
and Harry was relieved to see that he was smiling.
“So,” said Dumbledore, slipping off the desk to sit on the floor with Harry,
“you, like hundreds before you, have discovered the delights of the Mirror of
Erised.”
“I didn’t know it was called that, sir.”
“But I expect you’ve realized by now what it does?”
“It — well — it shows me my family —”
“And it showed your friend Ron himself as Head Boy.”
“How did you know — ?”
“I don’t need a cloak to become invisible,” said Dumbledore gently. “Now,
can you think what the Mirror of Erised shows us all?”
Harry shook his head.
“Let me explain. The happiest man on earth would be able to use the
Mirror of Erised like a normal mirror, that is, he would look into it and see
himself exactly as he is. Does that help?”
Harry thought. Then he said slo otter. I need to examine this interesting mirror.”
It was only then that Harry realized what was standing behind Quirrell. It
was the Mirror of Erised.
“This mirror is the key to finding the Stone,” Quirrell murmured, tapping
his way around the frame. “Trust Dumbledore to come up with something like
this . . . but he’s in London . . . I’ll be far away by the time he gets back. . . .”
All Harry could think of doing was to keep Quirrell talking and stop him
from concentrating on the mirror.
“I saw you and Snape in the forest —” he blurted out.
“Yes,” said Quirrell idly, walking around the mirror to look at the back.
“He was on to me by that time, trying to find out how far I’d got. He
suspected me all along. Tried to frighten me — as though he could, when I
had Lord Voldemort on my side. . . .”Quirrell came back out from behind the mirror and stared hungrily into it.
“I see the Stone . . . I’m presenting it to my master . . . but where is it?”
Harry struggled against the ropes binding him, but they didn’t give."
What plant screams when uprooted?,Mandrake,The plant that screams when uprooted is a Mandrake.,"mbs-up. Right — earmuffs 
on
.”
Harry snapped the earmuffs over his ears. They shut out sound completely.
Professor Sprout put the pink, fluffy pair over her own ears, rolled up thesleeves of her robes, grasped one of the tufty plants firmly, and pulled hard.
Harry let out a gasp of surprise that no one could hear.
Instead of roots, a small, muddy, and extremely ugly baby popped out of
the earth. The leaves were growing right out of his head. He had pale green,
mottled skin, and was clearly bawling at the top of his lungs.
Professor Sprout took a large plant pot from under the table and plunged
the Mandrake into it, burying him in dark, damp compost until only the tufted
leaves were visible. Professor Sprout dusted off her hands, gave them all the
thumbs-up, and removed her own earmuffs.
“As our Mandrakes are only seedlings, their cries won’t kill yet,” she said
calmly as though she’d just done nothing more exciting than water a begonia.
“However, they 
will
 knock you out for several hours, and as I’m sure n muffled sort of thump he landed on something soft.
He sat up and felt around, his eyes not used to the gloom. It felt as though he
was sitting on some sort of plant.
“It’s okay!” he called up to the light the size of a postage stamp, which was
the open trapdoor, “it’s a soft landing, you can jump!”
Ron followed right away. He landed, sprawled next to Harry.
“What’s this stuff?” were his first words.“Dunno, some sort of plant thing. I suppose it’s here to break the fall. Come
on, Hermione!”
The distant music stopped. There was a loud bark from the dog, but
Hermione had already jumped. She landed on Harry’s other side.
“We must be miles under the school,” she said.
“Lucky this plant thing’s here, really,” said Ron.
“Lucky!”
 shrieked Hermione. “Look at you both!”
She leapt up and struggled toward a damp wall. She had to struggle
because the moment she had landed, the plant had started to twist snakelike
tendrils around her ankles. As for Harry and Ron, their legs had already been
bound tightly in long creepers  ustling noise
behind Harry made him turn: Petunia, hiding behind a tree, had lost her
footing.
“Tuney!” said Lily, surprise and welcome in her voice, but Snape had
jumped to his feet.
“Who’s spying now?” he shouted. “What d’you want?”
Petunia was breathless, alarmed at being caught. Harry could see her
struggling for something hurtful to say.“What is that you’re wearing, anyway?” she said, pointing at Snape’s chest.
“Your mum’s blouse?”
There was a 
crack
: A branch over Petunia’s head had fallen. Lily screamed:
The branch caught Petunia on the shoulder, and she staggered backward and
burst into tears.
“Tuney!”
But Petunia was running away. Lily rounded on Snape.
“Did you make that happen?”
“No.” He looked both defiant and scared.
“You did!” She was backing away from him. “You 
did
! You hurt her!”
“No — no I didn’t!”
But the lie did not convince Lily: After one last burning look, she ran from
the little thicket, off after her sister, and Snape looked miserable and
confused. . . .
And the scene re-formed. Har"
Who is the half-giant who befriends Harry?,Rubeus Hagrid,The half-giant who befriends Harry is Hagrid.,"bout his large friend — but Albus
Dumbledore surely has a duty to ensure that Harry Potter, along
with his fellow students, is warned about the dangers of associating
with part-giants.
Harry finished reading and looked up at Ron, whose mouth was hanging
open.
“How did she find out?” he whispered.
But that wasn’t what was bothering Harry.
“What d’you mean, ‘we all hate Hagrid’?” Harry spat at Malfoy. “What’s
this rubbish about 
him
”
 — 
he pointed at Crabbe — “getting a bad bite off a
flobberworm? They haven’t even got teeth!”
Crabbe was sniggering, apparently very pleased with himself.
“Well, I think this should put an end to the oaf’s teaching career,” said
Malfoy, his eyes glinting. “Half-giant . . . and there was me thinking he’d just
swallowed a bottle of Skele-Gro when he was young. . . . None of the
mummies and daddies are going to like this at all. . . . They’ll be worried he’lleat their kids, ha, ha. . . .”
“You —”
“Are you paying attention over there?”
Professor Grubbly-Plank’s voice carried over to caped to one of
the giant communities still existing in foreign mountain ranges. If
his antics during Care of Magical Creatures lessons are any guide,
however, Fridwulfa’s son appears to have inherited her brutal
nature.
In a bizarre twist, Hagrid is reputed to have developed a close
friendship with the boy who brought around You-Know-Who’s fall
from power — thereby driving Hagrid’s own mother, like the rest of
You-Know-Who’s supporters, into hiding. Perhaps Harry Potter is
unaware of the unpleasant truth about his large friend — but Albus
Dumbledore surely has a duty to ensure that Harry Potter, along
with his fellow students, is warned about the dangers of associating
with part-giants.
Harry finished reading and looked up at Ron, whose mouth was hanging
open.
“How did she find out?” he whispered.
But that wasn’t what was bothering Harry.
“What d’you mean, ‘we all hate Hagrid’?” Harry spat at Malfoy. “What’s
this rubbish about 
him
”
 — 
he pointed at Crabbe — “getting a bad bite off a
flobberworm? They have ,” she added, as Harry and Ron rolled their eyes, “because I’m
starting to think this Prince character was a bit dodgy.”
Both Harry and Ron shouted her down at once.
“It was a laugh!” said Ron, upending a ketchup bottle over his sausages.
“Just a laugh, Hermione, that’s all!”
“Dangling people upside down by the ankle?” said Hermione. “Who puts
their time and energy into making up spells like that?”
“Fred and George,” said Ron, shrugging, “it’s their kind of thing. And, er
—”
“My dad,” said Harry. He had only just remembered.
“What?” said Ron and Hermione together.
“My dad used this spell,” said Harry. “I — Lupin told me.”
This last part was not true; in fact, Harry had seen his father use the spell
on Snape, but he had never told Ron and Hermione about that particular
excursion into the Pensieve. Now, however, a wonderful possibility occurred
to him. Could the Half-Blood Prince possibly be — ?
“Maybe your dad did use it, Harry,” said Hermione, “but he’s not the only
one. We’ve seen a whole bunch of people use"
