Question,True_Answer,LLM_Answer,Retrieved_Context
Who does Harry marry?,Ginny Weasley,"According to the text, Harry is going to marry Ginny Weasley.","at he really is going to marry
her,” sighed Ginny later that evening, as she, Harry, Ron, and Hermione sat
beside the open window of the Gryffindor common room, looking out over
the twilit grounds.
“She’s not that bad,” said Harry. “Ugly, though,” he added hastily, as Ginny
raised her eyebrows, and she let out a reluctant giggle.
“Well, I suppose if Mum can stand it, I can.”
“Anyone else we know died?” Ron asked Hermione, who was perusing the
Evening Prophet.
Hermione winced at the forced toughness in his v  her eldest son; she began to sob, tears falling onto Bill’s mutilated
face.
“Of course, it doesn’t matter how he looks. . . . It’s not r-really
important . . . but he was a very handsome little b-boy . . . always very
handsome . . . and he was g-going to be married!”
“And what do you mean by zat?” said Fleur suddenly and loudly. “What do
you mean, ‘’e was 
going
 to be married?’”
Mrs. Weasley raised her tear-stained face, looking startled. “Well — only
that —”
“You theenk Bill will not wish to marry me any  have you? Probably
wise. Be sure and marry a pureblood next time.”
Hermione had let out a little squeak of horror. Yaxley looked at her. She
coughed feebly and turned away.
“I — I —” stammered Ron.“But if 
my
 wife were accused of being a Mudblood,” said Yaxley, “— not
that any woman I married would ever be mistaken for such filth — and the
Head of the Department of Magical Law Enforcement needed a job doing, I
would make it my priority to do that job, Cattermole. Do you understand
me?”
“Yes,” whispered Ro"
What are the names of Harry's children?,"James, Albus, and Lily","I do not know the names of Harry's children. The passage you provided does not mention the names of Harry's children, and I am not aware of any information about them in the Harry Potter books.",", drawing hoods over their faces and fleeing as
fast as they could. Hermione looked after them curiously, until the man with
the bloodied bandage came staggering right across her path.
“My children!” he bellowed, pointing at her. His voice was cracked, high-
pitched; he sounded distraught. “Where are my children? What has he done
with them? You know, 
you know
!”
“I — I really —” stammered Hermione.
The man lunged at her, reaching for her throat: Then, with a bang and a
burst of red light he was thrown back owever, it was in his usual curt voice.
“We must follow the rules, and the rules state clearly that those people
whose names come out of the Goblet of Fire are bound to compete in the
tournament.”
“Well, Barty knows the rule book back to front,” said Bagman, beaming
and turning back to Karkaroff and Madame Maxime, as though the matter
was now closed.
“I insist upon resubmitting the names of the rest of my students,” saidKarkaroff. He had dropped his unctuous tone and his smile now. His face
wore a very ugly  matter, however. I have all their names here, MissParkinson ran into the Room of Requirement for me to see if they had left
anything behind. . . . We needed evidence and the room provided . . .”
And to Harry’s horror, she withdrew from her pocket the list of names that
had been pinned upon the Room of Requirement’s wall and handed it to
Fudge.
“The moment I saw Potter’s name on the list, I knew what we were dealing
with,” she said softly.
“Excellent,” said Fudge, a smile spreading across his face. “Excelle"
What is the name of the wand shop in Diagon Alley?,Ollivanders,The wand shop in Diagon Alley is Ollivanders.,", if it’s really true they’ve got
premises in Diagon Alley now, they must have been planning this for
ages . . .”
“Yeah, but that’s another thing, how did they get premises?” said Ron,
hitting his teacup so hard with his wand that its legs collapsed again and it lay
twitching before him. “It’s a bit dodgy, isn’t it? They’ll need loads of
Galleons to afford the rent on a place in Diagon Alley, she’ll want to know
what they’ve been up to, to get their hands on that sort of gold . . .”
“Well, yes, that occurre eon.
“In Diagon Alley,” said Dumbledore. “I have your list of books and schoolequipment with me. I can help you find everything —”
“You’re coming with me?” asked Riddle, looking up.
“Certainly, if you —”
“I don’t need you,” said Riddle. “I’m used to doing things for myself, I go
round London on my own all the time. How do you get to this Diagon Alley
— sir?” he added, catching Dumbledore’s eye.
Harry thought that Dumbledore would insist upon accompanying Riddle,
but once again he was surprised. Dumbledore h , or Hermione
Granger this time.
Three boys entered, and Harry recognized the middle one at once: It was
the pale boy from Madam Malkin’s robe shop. He was looking at Harry with
a lot more interest than he’d shown back in Diagon Alley.
“Is it true?” he said. “They’re saying all down the train that Harry Potter’s
in this compartment. So it’s you, is it?”
“Yes,” said Harry. He was looking at the other boys. Both of them were
thickset and looked extremely mean. Standing on either side of the pale boy,
they loo"
Who is the head of Slytherin House?,Severus Snape,The head of Slytherin House is Salazar Slytherin himself.," you are here, your House will be something like
your family within Hogwarts. You will have classes with the rest of your
House, sleep in your House dormitory, and spend free time in your House
common room.
“The four Houses are called Gryffindor, Hufflepuff, Ravenclaw, and
Slytherin. Each House has its own noble history and each has produced
outstanding witches and wizards. While you are at Hogwarts, your triumphs
will earn your House points, while any rule-breaking will lose House points.
At the end of the had tried to put me in Slytherin, I’d’ve got the
train straight back home. . . .”
Hermione nodded fervently, but Harry didn’t say anything. His stomach
had just dropped unpleasantly.
Harry had never told Ron and Hermione that the Sorting Hat had seriously
considered putting 
him
 in Slytherin. He could remember, as though it were
yesterday, the small voice that had spoken in his ear when he’d placed the hat
on his head a year before: 
You could be great, you know, it’s all here in your
head, and Slytherin w use
Lord Voldemort — 
who 
is
 the last remaining descendant of Salazar Slytherin
— 
can speak Parseltongue. Unless I’m much mistaken, he transferred some of
his own powers to you the night he gave you that scar. Not something he
intended to do, I’m sure. . . .”
“Voldemort put a bit of himself in 
me
?” Harry said, thunderstruck.
“It certainly seems so.”
“So I 
should 
be in Slytherin,” Harry said, looking desperately into
Dumbledore’s face. “The Sorting Hat could see Slytherin’s power in me, and
it —”
“Put"
What potion grants good luck?,Felix Felicis,"The potion being referred to is Felix Felicis, also known as Liquid Luck.","d just taken out of her bag.
“Luck can only get you so far, Harry. The situation with Slughorn was
different; you always had the ability to persuade him, you just needed to
tweak the circumstances a bit. Luck isn’t enough to get you through a
powerful enchantment, though. Don’t go wasting the rest of that potion!
You’ll need all the luck you can get if Dumbledore takes you along with him
. . .” She dropped her voice to a whisper.
“Couldn’t we make some more?” Ron asked Harry, ignoring Hermione.
“It’d be gre mber this, both
of you: 
You must not be seen.
 Miss Granger, you know the law — you know
what is at stake. . . . 
You — must — not — be — seen.
”
Harry didn’t have a clue what was going on. Dumbledore had turned on his
heel and looked back as he reached the door.
“I am going to lock you in. It is —” he consulted his watch, “five minutes
to midnight. Miss Granger, three turns should do it. Good luck.”
“Good luck?” Harry repeated as the door closed behind Dumbledore.
“Three turns? What’s he talking about? Wh ed as they
burst into the corridor. “Dobby will be missed — good luck, Harry Potter, sir,
good luck!”
“See you later, Dobby!” Harry shouted, and he sprinted along the corridor
and down the stairs, three at a time.The entrance hall contained a few last-minute stragglers, all leaving the
Great Hall after breakfast and heading through the double oak doors to watch
the second task. They stared as Harry flashed past, sending Colin and Dennis
Creevey flying as he leapt down the stone steps and out onto the bright"
What does the Marauder's Map show?,Everyone's location at Hogwarts,"The Marauder's Map shows the location of everyone within the Hogwarts castle, including students, professors, and even ghosts. It reveals the movement and whereabouts of each person, making it a very useful tool for those who possess it.","ed.
“Yeah . . . I — er . . . thanks,” said Harry weakly.
“What is this thing?” said Moody, drawing the Marauder’s Map out of his
pocket and unfolding it.
“Map of Hogwarts,” said Harry, hoping Moody was going to pull him out
of the staircase soon; his leg was really hurting him.
“Merlin’s beard,” Moody whispered, staring at the map, his magical eye
going haywire. “This . . . this is some map, Potter!”
“Yeah, it’s . . . quite useful,” Harry said. His eyes were starting to water
from the pain. “Er — Professor  every step — the Invisibility Cloak slipped — Harry snatched at it,
and the Marauder’s Map fluttered out of his hand and slid down six stairs,
where, sunk in the step to above his knee, he couldn’t reach it.
The golden egg fell through the tapestry at the bottom of the staircase, burst
open, and began wailing loudly in the corridor below. Harry pulled out hiswand and struggled to touch the Marauder’s Map, to wipe it blank, but it was
too far away to reach —
Pulling the Cloak back over himself, Harry straigh and closed it. Harry stood very still,
one leg still jammed tightly in the magical step, listening. Any moment now,
Filch was going to pull aside the tapestry, expecting to see Peeves . . . and
there would be no Peeves . . . but if he came up the stairs, he would spot the
Marauder’s Map . . . and Invisibility Cloak or not, the map would show
“Harry Potter” standing exactly where he was.
“Egg?” Filch said quietly at the foot of the stairs. “My sweet!” — Mrs.
Norris was obviously with him — “This is a Triwiza"
Who is the Triwizard champion from Beauxbatons?,Fleur Delacour,The Triwizard champion from Beauxbatons is Fleur Delacour.,".
Dear Sirius,
You told me to keep you posted on what’s happening at Hogwarts,
so here goes — 
I don’t know if you’ve heard, but the Triwizard
Tournament’s happening this year and on Saturday night I got
picked as a fourth champion. I don’t know who put my name in the
Goblet of Fire, because I didn’t. The other Hogwarts champion is
Cedric Diggory, from Hufflepuff.
He paused at this point, thinking. He had an urge to say something about
the large weight of anxiety that seemed to have settled inside his chest ance of the sign in the entrance hall had a marked effect upon
the inhabitants of the castle. During the following week, there seemed to be
only one topic of conversation, no matter where Harry went: the Triwizard
Tournament. Rumors were flying from student to student like highly
contagious germs: who was going to try for Hogwarts champion, what the
tournament would involve, how the students from Beauxbatons and
Durmstrang differed from themselves.
Harry noticed too that the castle seemed to be undergoing a ng them Hogwarts champion.” His light blueeyes twinkled as they flickered over Fred’s and George’s mutinous faces. “I
therefore beg you not to waste your time submitting yourself if you are under
seventeen.
“The delegations from Beauxbatons and Durmstrang will be arriving in
October and remaining with us for the greater part of this year. I know that
you will all extend every courtesy to our foreign guests while they are with
us, and will give your whole-hearted support to the Hogwarts champion when
he or s"
What is Voldemort's real name?,Tom Riddle,"According to the text, Voldemort's real name is Tom Marvolo Riddle.","rs of his name rearranged
themselves:
I AM LORD VOLDEMORT
“You see?” he whispered. “It was a name I was already using at Hogwarts,
to my most intimate friends only, of course. You think I was going to use my
filthy Muggle father’s name forever? I, in whose veins runs the blood of
Salazar Slytherin himself, through my mother’s side? I, keep the name of a
foul, common Muggle, who abandoned me even before I was born, just
because he found out his wife was a witch? No, Harry — I fashioned myself a
new name, a n d the boy, and said, “It 
is
 real, isn’t it?
It’s not a joke? Petunia says you’re lying to me. Petunia says there isn’t a
Hogwarts. It 
is
 real, isn’t it?”
“It’s real for us,” said Snape. “Not for her. But we’ll get the letter, you and
me.”
“Really?” whispered Lily.
“Definitely,” said Snape, and even with his poorly cut hair and his odd
clothes, he struck an oddly impressive figure sprawled in front of her, brimful
of confidence in his destiny.
“And will it really come by owl?” Lily whispered.
“Normally,” h the picture
belonged; it was a rather dull story about interschool competitions.
“Her name was Eileen Prince. 
Prince,
 Harry.”
They looked at each other, and Harry realized what Hermione was trying to
say. He burst out laughing.
“No way.”
“What?”
“You think 
she
 was the Half-Blood . . . ? Oh, come on.”
“Well, why not? Harry, there aren’t any real princes in the Wizarding
world! It’s either a nickname, a made-up title somebody’s given themselves,
or it could be their actual name, couldn’t it? No, listen!"
What spell is used to produce light from a wand?,Lumos,"The spell used to produce light from a wand is ""Lumos"".","id gently, “But that’s impossible, Harry.
You mean that you did magic without meaning to; you reacted instinctively.”
“No,” said Harry. “The bike was falling, I couldn’t have told you where
Voldemort was, but my wand spun in my hand and found him and shot a spell
at him, and it wasn’t even a spell I recognized. I’ve never made gold flames
appear before.”
“Often,” said Mr. Weasley, “when you’re in a pressured situation you can
produce magic you never dreamed of. Small children often find, before
they’re trai lt a creeping chill behind him that could mean only
one thing. There was more than one.
“DUDLEY, KEEP YOUR MOUTH SHUT! WHATEVER YOU DO,
KEEP YOUR MOUTH SHUT! Wand!” Harry muttered frantically, his hands
flying over the ground like spiders. “Where’s — wand — come on —
Lumos!
”
He said the spell automatically, desperate for light to help him in his search
— and to his disbelieving relief, light flared inches from his right hand — the
wand-tip had ignited. Harry snatched it up, scrambled to his feet, and turne ed, 
“Stupefy!”
The great blond Death Eater was hit in the face by a jet of red light: He
slumped sideways, unconscious. His companion, unable to see who had cast
the spell, fired another at Ron: Shining black ropes flew from his wand-tip
and bound Ron head to foot — the waitress screamed and ran for the door —
Harry sent another Stunning Spell at the Death Eater with the twisted face
who had tied up Ron, but the spell missed, rebounded on the window, and hit
the waitress, who collapsed in front of the door"
What is the name of Hermione's cat?,Crookshanks,"The question is not about Hermione's cat, but about a cat in the story. According to the passage, the cat is Mrs. Norris, who is Argus Filch's cat."," the house. He got into his car and
backed out of number four’s drive.
It was on the corner of the street that he noticed the first sign of something
peculiar — a cat reading a map. For a second, Mr. Dursley didn’t realize what
he had seen — then he jerked his head around to look again. There was a
tabby cat standing on the corner of Privet Drive, but there wasn’t a map in
sight. What could he have been thinking of? It must have been a trick of the
light. Mr. Dursley blinked and stared at the cat. It stared drifting into an uneasy sleep, but the cat on
the wall outside was showing no sign of sleepiness. It was sitting as still as a
statue, its eyes fixed unblinkingly on the far corner of Privet Drive. It didn’t
so much as quiver when a car door slammed on the next street, nor when two
owls swooped overhead. In fact, it was nearly midnight before the cat moved
at all.
A man appeared on the corner the cat had been watching, appeared so
suddenly and silently you’d have thought he’d just popped out of the ground.
 on here? What’s going on?”
Attracted no doubt by Malfoy’s shout, Argus Filch came
shouldering his way through the crowd. Then he saw Mrs. Norris and fell
back, clutching his face in horror.
“My cat! My cat! What’s happened to Mrs. Norris?” he shrieked.
And his popping eyes fell on Harry.
“You!”
 he screeched. “
You!
 You’ve murdered my cat! You’ve killed her!
I’ll kill you! I’ll —”
“Argus!”
Dumbledore had arrived on the scene, followed by a number of other
teachers. In seconds, he had swept past Harry, Ron,"
What magical plant does Harry use to breathe underwater in the Triwizard Tournament?,Gillyweed,"The magical plant Harry uses to breathe underwater in the Triwizard Tournament is not explicitly mentioned in this passage. However, it is implied that the plant is Devil's Snare, which is used to suffocate its victims.","without their noticing.
Hermione had managed to free herself before the plant got a firm grip on
her. Now she watched in horror as the two boys fought to pull the plant off
them, but the more they strained against it, the tighter and faster the plant
wound around them.
“Stop moving!” Hermione ordered them. “I know what this is — it’s
Devil’s Snare!”
“Oh, I’m so glad we know what it’s called, that’s a great help,” snarled
Ron, leaning back, trying to stop the plant from curling around his neck.
“Shut up, I’m d him.
“I’ve got to go and look for people who can’t use their voices above the
ground. . . .” he said slowly. “Er . . . who could that be?”
“Slow, aren’t you?”
He had never seen Moaning Myrtle so cheerful, apart from the day when a
dose of Polyjuice Potion had given Hermione the hairy face and tail of a cat.
Harry stared around the bathroom, thinking . . . if the voices could only be
heard underwater, then it made sense for them to belong to underwater
creatures. He ran this theory past Myrtle, who smirked s affected you?”
“Er,” said Harry, yet again.
“Do you think that the trauma in your past might have made you keen to
prove yourself? To live up to your name? Do you think that perhaps you were
tempted to enter the Triwizard Tournament because —”
“I didn’t enter,”
 said Harry, starting to feel irritated.
“Can you remember your parents at all?” said Rita Skeeter, talking over
him.
“No,” said Harry.
“How do you think they’d feel if they knew you were competing in the
Triwizard Tournament? Proud? Worried? Angry"
Who killed Dumbledore?,Severus Snape,"According to the text, it was Barty Crouch Jr. who killed Dumbledore, not Snape.","ed his throat; it was dry from panic and the smoke.
“Hagrid, he killed . . .”
“Killed?” said Hagrid loudly, staring down at Harry. “Snape killed?
What’re yeh on abou’, Harry?”
“Dumbledore,” said Harry. “Snape killed . . . Dumbledore.”
Hagrid simply looked at him, the little of his face that could be seen
completely blank, uncomprehending.
“Dumbledore wha’, Harry?”
“He’s dead. Snape killed him. . . .”
“Don’ say that,” said Hagrid roughly. “Snape kill Dumbledore — don’ be
stupid, Harry. Wha’s made yeh say tha is killed him! You is killed Master’s son!”
“He is simply Stunned, Winky,” said Dumbledore. “Step aside, please.
Severus, you have the potion?”
Snape handed Dumbledore a small glass bottle of completely clear liquid:
the Veritaserum with which he had threatened Harry in class. Dumbledore got
up, bent over the man on the floor, and pulled him into a sitting position
against the wall beneath the Foe-Glass, in which the reflections of
Dumbledore, Snape, and McGonagall were still glaring down upon them all.
Win uld not hurt
Potter; my master needed him. Potter ran to get Dumbledore. I Stunned Krum.
I killed my father.”
“Noooo!”
 wailed Winky. “Master Barty, Master Barty, what is you
saying?”
“You killed your father,” Dumbledore said, in the same soft voice. “Whatdid you do with the body?”
“Carried it into the forest. Covered it with the Invisibility Cloak. I had the
map with me. I watched Potter run into the castle. He met Snape. Dumbledore
joined them. I watched Potter bringing Dumbledore out of the castle. I wal"
What shape is Harry's scar?,A lightning bolt,"According to the text, Harry's scar is described as a shape that is moving on the floor, likened to a wounded animal.","nsively.
“Boggarts like dark, enclosed spaces,” said Professor Lupin. “Wardrobes,
the gap beneath beds, the cupboards under sinks — I once met one that had
lodged itself in a grandfather clock. 
This
 one moved in yesterday afternoon,
and I asked the headmaster if the staff would leave it to give my third years
some practice.
“So, the first question we must ask ourselves is, what 
is
 a boggart?”
Hermione put up her hand.
“It’s a shape-shifter,” she said. “It can take the shape of whatever it thinks
will fr  heart was beating very fast now. . . . He was going to get
there this time. . . . When he reached number ninety-seven he turned left and
hurried along the aisle between two rows. . . .But there was a shape on the floor at the very end, a black shape moving
upon the floor like a wounded animal. . . . Harry’s stomach contracted with
fear . . . with excitement. . . .
A voice issued from his own mouth, a high, cold voice empty of any human
kindness, “Take it for me. . . . Lift it down, now. . . . I cannot touc do you know?” said Ron.
Harry shook his head and covered his eyes with his hands, pressing down
upon them with his palms. Little stars erupted in them. He felt Ron sit down
on the bench beside him and knew Ron was staring at him.
“Is this what it was about last time?” said Ron in a hushed voice. “When
your scar hurt in Umbridge’s office? You-Know-Who was angry?”
Harry shook his head.
“What is it, then?”
Harry was thinking himself back. He had been looking into Umbridge’s
face. . . . His scar had hurt . . . "
Who are Harry's parents?,James and Lily Potter,"According to the book, Harry's parents are James and Lily Potter.","thing we don’t know about; think,
Ron, Bill’s already scarred, plenty of people must have seen that George has
lost an ear by now, and you’re supposed to be on your deathbed with
spattergroit, I’m sure that’s all he meant —”“Oh, you’re sure, are you? Right then, well, I won’t bother myself about
them. It’s all right for you two, isn’t it, with your parents safely out of the way
—”
“My parents are 
dead
!” Harry bellowed.
“And mine could be going the same way!” yelled Ron.
“Then GO!” roared Harry. “Go back t ut with a
noise of contempt he turned on his heel, vaulted into bed, and pulled the
hangings shut with such violence that they were ripped from the bed and fell
in a dusty pile to the floor. Ron glared at Seamus, then looked at Dean and
Neville.
“Anyone else’s parents got a problem with Harry?” he said aggressively.
“My parents are Muggles, mate,” said Dean, shrugging. “They don’t know
nothing about no deaths at Hogwarts, because I’m not stupid enough to tell
them.”
“You don’t know my mother, she’ll weasel  ape
him not once, but four times so far — something that neither your parents, nor
Neville’s parents, ever achieved.”
“Why did he do it, then?” said Harry, who felt numb and cold. “Why did he
try and kill me as a baby? He should have waited to see whether Neville or I
looked more dangerous when we were older and tried to kill whoever it was
then —”
“That might, indeed, have been the more practical course,” said
Dumbledore, “except that Voldemort’s information about the prophecy was
incomplete. The Hog’s Hea"
What spell is used to unlock doors?,Alohomora,"According to the text, the spell used to unlock doors is not explicitly mentioned. However, it is mentioned that doors can be unlocked by asking politely or tickling them in the right place.","y just remembered.
“What?” said Ron and Hermione together.
“My dad used this spell,” said Harry. “I — Lupin told me.”
This last part was not true; in fact, Harry had seen his father use the spell
on Snape, but he had never told Ron and Hermione about that particular
excursion into the Pensieve. Now, however, a wonderful possibility occurred
to him. Could the Half-Blood Prince possibly be — ?
“Maybe your dad did use it, Harry,” said Hermione, “but he’s not the only
one. We’ve seen a whole bunch of people use me with a vanishing step halfway up that you had to remember to
jump. Then there were doors that wouldn’t open unless you asked politely, or
tickled them in exactly the right place, and doors that weren’t really doors at
all, but solid walls just pretending. It was also very hard to remember where
anything was, because it all seemed to move around a lot. The people in the
portraits kept going to visit each other, and Harry was sure the coats of armor
could walk.The ghosts didn’t help, either. It was always  mione were on their feet, all three of them having used a
different hex. Nor were they the only ones to have done so.
“Thought we’d see what those three were up to,” said Fred matter-of-factly,
stepping onto Goyle and into the compartment. He had his wand out, and so
did George, who was careful to tread on Malfoy as he followed Fred inside.
“Interesting effect,” said George, looking down at Crabbe. “Who used the
Furnunculus Curse?”
“Me,” said Harry.
“Odd,” said George lightly. “I used Jelly-Legs. Looks as t"
What does the Imperius Curse do?,Controls the victim,"The Imperius Curse is a spell that allows the caster to control the actions of another person, making them do their bidding without their knowledge or consent. It can be fought, but it requires great strength of character and not everyone is capable of resisting its effects.","ne of your throats . . .”
Ron gave an involuntary shudder.
“Years back, there were a lot of witches and wizards being controlled by
the Imperius Curse,” said Moody, and Harry knew he was talking about the
days in which Voldemort had been all-powerful. “Some job for the Ministry,
trying to sort out who was being forced to act, and who was acting of their
own free will.
“The Imperius Curse can be fought, and I’ll be teaching you how, but it
takes real strength of character, and not everyone’s got it. Better a  a raid on his
Clapham home . . .’”
“Stan Shunpike, a Death Eater?” said Harry, remembering the spotty youth
he had first met three years before. “No way!”
“He might have been put under the Imperius Curse,” said Ron reasonably.
“You never can tell.”
“It doesn’t look like it,” said Hermione, who was still reading. “It says here
he was arrested after he was overheard talking about the Death Eaters’ secret
plans in a pub.” She looked up with a troubled expression on her face. “If he
was under the Imperius Curs t.
Mungo’s, his brain had gone all funny and he couldn’t talk. But remember
what the Healer told us? He was recovering. And they couldn’t risk him
getting better, could they? I mean, the shock of whatever happened when he
touched that weapon probably made the Imperius Curse lift. Once he’d got his
voice back, he’d explain what he’d been doing, wouldn’t he? They would
have known he’d been sent to steal the weapon. Of course, it would have been
easy for Lucius Malfoy to put the curse on him. Never out of the "
Who teaches Transfiguration at Hogwarts?,Minerva McGonagall,"According to the passage, Professor McGonagall teaches Transfiguration at Hogwarts.","hed her essay on 
The Principles of Rematerialization
 away from Ron,
who was trying to read it upside down.
Harry looked at his watch and hurriedly put the old copy of 
Advanced
Potion-Making
 back into his bag.
“It’s five to eight, I’d better go, I’ll be late for Dumbledore.”
“Ooooh!” gasped Hermione, looking up at once. “Good luck! We’ll wait
up, we want to hear what he teaches you!”
“Hope it goes okay,” said Ron, and the pair of them watched Harry leave
through the portrait hole.
Harry proceeded through rts, except now it’s just the Dark Arts. We’re supposed to practice the
Cruciatus Curse on people who’ve earned detentions —”
“What?”
Harry, Ron, and Hermione’s united voices echoed up and down the
passage.
“Yeah,” said Neville. “That’s how I got this one,” he pointed at a
particularly deep gash in his cheek, “I refused to do it. Some people are into
it, though; Crabbe and Goyle love it. First time they’ve ever been top in
anything, I expect.
“Alecto, Amycus’s sister, teaches Muggle Studies, which is compul very important!” said Hermione, shocked.
“Not the way Lockhart teaches it,” said Ron. “I haven’t learned anything
from him except not to set pixies loose.”
Neville Longbottom had been sent letters from all the witches and wizards
in his family, all giving him different advice on what to choose. Confused and
worried, he sat reading the subject lists with his tongue poking out, asking
people whether they thought Arithmancy sounded more difficult than Study
of Ancient Runes. Dean Thomas, who, like Harry, had g"
What does the Polyjuice Potion do?,Transforms the drinker into someone else,"The Polyjuice Potion is a magical potion that allows the drinker to change their appearance to match someone else's. It can be used to disguise oneself, as seen in the story where Peter Pettigrew and his mother, Lily, used it to take on each other's appearance.","ng. . . .”
“Yeah, that is weird,” said Harry, frowning. “I heard him telling Crabbe it
wasn’t Crabbe’s business what he was doing . . . so what’s he telling all
these . . . all these . . .”
Harry’s voice tailed away; he was staring at the fire.
“God, I’ve been stupid,” he said quietly. “It’s obvious, isn’t it? There was a
great vat of it down in the dungeon. . . . He could’ve nicked some any time
during that lesson. . . .”
“Nicked what?” said Ron.
“Polyjuice Potion. He stole some of the Polyjuice Potion Slu w did you escape from Azkaban?”
Crouch took a deep, shuddering breath, then began to speak in a flat,
expressionless voice.
“My mother saved me. She knew she was dying. She persuaded my father
to rescue me as a last favor to her. He loved her as he had never loved me. He
agreed. They came to visit me. They gave me a draught of Polyjuice Potion
containing one of my mother’s hairs. She took a draught of Polyjuice Potion
containing one of my hairs. We took on each other’s appearance.”
Winky was shaking her hea that
Malfoy was staying, which struck them as very suspicious. The holidays
would be the perfect time to use the Polyjuice Potion and try to worm a
confession out of him.
Unfortunately, the potion was only half finished. They still needed the
bicorn horn and the boomslang skin, and the only place they were going to get
them was from Snape’s private stores. Harry privately felt he’d rather face
Slytherin’s legendary monster than let Snape catch him robbing his office.
“What we need,” said Hermione briskly as"
What is the name of Voldemort's snake?,Nagini,The name of Voldemort's snake is Nagini.,"n she took you upstairs? Was
the snake hiding somewhere? Did it just come out and kill her and attackyou?”
“No,” he said. “
She
 was the snake . . . or the snake was her . . . all along.”
“W-what?”
He closed his eyes. He could still smell Bathilda’s house on him: It made
the whole thing horribly vivid.
“Bathilda must’ve been dead a while. The snake was . . . was inside her.
You-Know-Who put it there in Godric’s Hollow, to wait. You were right. He
knew I’d go back.”
“The snake was
 inside 
her?”
He opened hi ot know how I got there.”
Harry hardly dared believe her, yet his heart was lightening almost in spite
of himself.
“That dream I had about your dad and the snake, though —”
“Harry, you’ve had these dreams before,” Hermione said. “You had flashes
of what Voldemort was up to last year.”
“This was different,” said Harry, shaking his head. “I was inside that snake.
It was like I 
was
 the snake. . . . What if Voldemort somehow transported me
to London — ?”
“One day,” said Hermione, sounding thoroughly exasperat serpent, which relinquished its hold
upon Voldemort at once and turned, hissing furiously, to face Dumbledore.
Voldemort vanished. The snake reared from the floor, ready to strike —
There was a burst of flame in midair above Dumbledore just as Voldemort
reappeared, standing on the plinth in the middle of the pool where so recently
the five statues had stood.
“Look out!” 
Harry yelled.
But even as he shouted, one more jet of green light had flown at
Dumbledore from Voldemort’s wand and the snake had struck —"
Who is the caretaker of Hogwarts?,Argus Filch,The caretaker of Hogwarts is Mr. Filch.,"voice, “I’ll see you at the feast. Have a good time.”
He accompanied them to the entrance hall, where Filch, the caretaker, was
standing inside the front doors, checking off names against a long list, peering
suspiciously into every face, and making sure that no one was sneaking out
who shouldn’t be going.
“Staying here, Potter?” shouted Malfoy, who was standing in line with
Crabbe and Goyle. “Scared of passing the dementors?”
Harry ignored him and made his solitary way up the marble staircase,
through the   excursion carefully, because he had been caught out of
bed and out-of-bounds by Filch the caretaker in the middle of the night once
before, and had no desire to repeat the experience. The Invisibility Cloak
would, of course, be essential, and as an added precaution, Harry thought he
would take the Marauder’s Map, which, next to the Cloak, was the most
useful aid to rule-breaking Harry owned. The map showed the whole of
Hogwarts, including its many shortcuts and secret passageways and, most
important of all Ron, and Hermione exchanged smirks.)
“Mr. Filch, the caretaker, has asked me, for what he tells me is the four
hundred and sixty-second time, to remind you all that magic is not permitted
in corridors between classes, nor are a number of other things, all of which
can be checked on the extensive list now fastened to Mr. Filch’s office door.
“We have had two changes in staffing this year. We are very pleased to
welcome back Professor Grubbly-Plank, who will be taking Care of Magical
Creatures lessons; we are"
What does the Mirror of Erised show?,The deepest desire of one's heart,"According to the passage, the Mirror of Erised shows the deepest, most desperate desire of one's heart.","ized by now what it does?”
“It — well — it shows me my family —”
“And it showed your friend Ron himself as Head Boy.”
“How did you know — ?”
“I don’t need a cloak to become invisible,” said Dumbledore gently. “Now,
can you think what the Mirror of Erised shows us all?”
Harry shook his head.
“Let me explain. The happiest man on earth would be able to use the
Mirror of Erised like a normal mirror, that is, he would look into it and see
himself exactly as he is. Does that help?”
Harry thought. Then he said slo otter. I need to examine this interesting mirror.”
It was only then that Harry realized what was standing behind Quirrell. It
was the Mirror of Erised.
“This mirror is the key to finding the Stone,” Quirrell murmured, tapping
his way around the frame. “Trust Dumbledore to come up with something like
this . . . but he’s in London . . . I’ll be far away by the time he gets back. . . .”
All Harry could think of doing was to keep Quirrell talking and stop him
from concentrating on the mirror.
“I saw you and Sna is is a two-way mirror. I’ve got the other. If you need to speak to me,
just say my name into it; you’ll appear in my mirror and I’ll be able to
talk in yours. James and I used to use them when we were in separate
detentions.
And Harry’s heart began to race. He remembered seeing his dead parents in
the Mirror of Erised four years ago. He was going to be able to talk to Sirius
again, right now, he knew it —
He looked around to make sure there was nobody else there; the dormitory
was quite empty. He looked ba"
